A1SNEGAF,A1SSATIS,A1PA44,A1SEMA
1.667,5.75,999,1.786
1.167,9.625,15,3.179
1.167,8.625,999,3.143
1,8.375,999,3.429
1.333,7.875,999,3.714
1.167,7.667,999,2.464
1,8.875,999,3.429
1.167,9.5,999,3.679
 , ,40, 
1,7.875,999,9
 , ,40, 
1.667,8,999,3.107
1.167,8.125,999,3.536
1,8.5,999,2.643
1.5,4.875,20,2.036
1,9.25,999,3.821
1.667,6.25,999,3.536
1.333,7,50,2.75
1.667,7.125,999,3.821
1.833,6.75,999,2.857
1.5,8.5,999,2.893
1.5,8.25,40,2.179
1.5,8.75,999,3.143
1.167,6.333,999,1.643
1.333,8.5,10,2.464
 , ,40, 
1.333,9.125,999,3.536
1,8,999,3.964
1.667,7,999,2.607
 , ,999, 
1,9.75,40,3.714
2.5,5.5,999,2.571
1,7.25,8,3.964
 , ,999, 
1.167,7.25,999,3
 , ,999, 
1.167,7.333,999,3.286
1.333,7.5,999,3.429
1,9.75,999,3.25
1,7.75,30,3.679
1.167,8.75,999,3.964
 , ,999, 
2.667,6.125,999,2.036
3.5,8,999,2.893
1,8.25,999,3.821
2.5,5.375,40,3.464
1,10,999,3.821
3.333,3.375,30,1.929
2.167,8.333,999,3.714
1,8,999,2.75
1.333,9.125,999,3
 , ,999, 
2,5.5,999,2.464
1.167,6.25,999,3.393
2.167,6.125,40,3.429
1,6.5,999,1.929
1.667,7.25,999,3.321
1.833,6.25,999,1.821
1.5,8,999,3.429
1,8.625,999,3.429
1.667,7.333,999,3.679
1,9.25,999,3.679
1,8.333,999,3.536
1,8,999,2.714
1.333,7.5,15,3
1.5,7,999,3.321
1.5,8.75,999,3.143
3.167,5.75,15,2.321
1.333,9,999,3.143
1.167,9,999,3.679
 , ,999, 
1,9.75,999,3.714
 , ,20, 
1,8.25,999,2.464
1.333,8.333,999,3.964
1.333,8.75,999,3.036
1.5,9.25,999,3.321
1.333,7.667,999,3.964
1.167,7.5,999,3.25
 , ,20, 
 , ,999, 
1.667,7.333,999,3
1.833,6.333,999,3.714
1.5,7.75,999,3.143
1,7.75,20,2.607
 , ,999, 
1.333,5.75,999,3
2,8.5,999,3.429
1,9.333,999,3.25
1.5,8.5,999,2.464
1.5,7.75,999,2.857
2,9,999,3.821
1.667,7.75,999,2.464
 , ,999, 
1,4.5,999,3.393
1.167,8,40,3.393
1.5,8.25,999,3.429
1.667,9.5,999,3.964
2.167,5.5,999,3.821
1.667,5,999,3.464
1.833,6.125,999,3.964
2,7.333,20,3.286
1.167,6.5,999,3.25
1.667,8.375,999,2.821
1.167,8.625,999,3.964
1.8,4.875,999,9
1.333,8.125,999,3.714
1.167,7.75,10,3.857
1.5,7.75,15,3.821
1.333,7,999,3.536
1.667,6.875,999,3.036
1.333,9.125,999,3.429
 , ,20, 
1,9.75,999,3.536
1.167,9.25,60,3.964
1.5,7.25,999,3.036
1.5,7.25,999,2.75
1,8.375,999,2.75
1.5,8.75,20,3.143
1.667,8.333,999,3.393
 , ,999, 
1,8.75,999,3.679
1.167,6.5,10,3.714
1,9.125,999,3.964
1.167,8.75,999,2.607
1.333,6.25,999,3.429
1,8.75,999,3.464
1,8.5,999,3.464
1.333,9.25,999,2.857
1.833,6.375,999,3.143
1.167,8,999,1.929
3.5,7.5,20,1.625
1.167,8.5,20,3
 , ,6, 
1,9,999,3.821
1.333,6.75,999,3.143
3.333,4,30,9
1.667,6,7,2.964
1.5,8.375,999,1.393
1.667,7,999,2.357
2,5.375,999,2.893
1.5,7.25,999,2.893
1.167,7.667,8,3.571
1.667,7.125,999,2.357
1.167,8.5,999,3.964
1.833,8.25,30,3.179
9,7.25,12,3.393
 , ,30, 
2.5,7,999,2.571
1.333,9.25,999,3.679
1.167,8,999,2.75
1.167,7.375,999,2.893
 , ,10, 
1.333,7.75,999,3.286
1.333,8.25,40,3.714
2,6.125,999,3.857
 , ,5, 
1,9.125,999,3.107
1.167,7.25,999,3.571
1.167,8.667,999,3.571
1.667,8,999,3.036
1.833,7.125,999,3.143
1.5,9.875,20,1.536
2.167,5.75,999,3.964
1.833,6.75,999,3
1.167,6.625,999,2.607
1.167,9.25,999,3.964
 , ,60, 
1.333,8.375,999,2.321
1.833,9,30,3.679
1.333,8.667,999,1.679
2.333,8.5,999,3.821
1,8,999,3.429
1,9.5,20,2.893
 , ,999, 
1,8.5,999,3.536
1.333,7.625,999,3.607
1.667,7.5,999,3.429
1.167,8.5,999,3.964
1,4,999,3
1,6.875,999,3.714
1,8.5,999,3.143
1.667,8.375,999,2.464
1,8.75,999,3.964
1,8.75,999,3.286
1,8.333,999,2.708
1.5,8.75,999,2.5
1.5,8.5,999,2.214
1,9.75,999,3.429
1.5,8.5,999,2.75
2,7.25,20,3.714
1,8.5,40,3.857
1.167,8.375,999,3.429
1.667,6.333,999,3.429
1.833,7.667,999,3.536
1.667,8.125,999,3.286
1.5,9,999,2.893
1,8.5,999,3.25
1,8.625,999,3.714
1.167,8.5,999,2.714
1.667,7.667,999,3.429
1,8.625,999,2.429
1.167,9.5,999,2.607
2,6.625,999,3
 , ,999, 
2.833,6.875,999,2.321
1,8.875,999,3.143
1,8.125,999,3.286
1.167,8,6,2.857
1,7.75,999,2.429
1,8,999,2.857
1.167,8.25,999,2.714
1,7,999,3.143
2.667,7.25,999,2.071
1,7.25,40,1.679
1.333,6.25,999,3.321
1.333,6.5,999,2.643
1,4,40,3.821
1,8.333,999,3.429
1.167,8.667,999,3.714
1.333,7.875,999,3.714
1.833,8.375,40,2.929
1.667,5.625,999,2.964
2.333,8,20,1.643
2.167,6.75,999,3.286
1.167,8,999,3.964
1.667,8.375,999,3
1,7.5,999,3.286
1,8.625,30,3.571
1,7.75,999,3.821
1,9,40,3.607
1,8,999,3.821
 , ,999, 
1.667,6.625,999,3.429
1.167,8.25,20,3.821
3.333,6.75,20,2.607
1,8.5,999,3.321
1.5,9,999,2.893
 , ,999, 
4,6.125,999,1.786
1.333,8.25,999,3.821
1.333,8,999,3.821
1.167,7.75,999,3
1,9.75,999,3.821
9,5,15,2.75
1.333,8,999,3.429
3.5,10,999,.964
1.667,6.625,999,2.607
2.167,8.125,999,3.536
1.5,7.125,999,1.786
1,7.375,999,3.429
1.167,8.25,999,3.393
 , ,20, 
 , ,40, 
1.5,7.375,999,3.464
1,9.375,999,2.893
3,8.125,999,1.643
1.333,8.25,999,3.607
1.833,9,15,3.821
1.167,6.875,999,2.607
1.167,9.5,999,3.821
1,8.5,999,2.893
2.5,5.5,20,3.143
1.333,8.5,999,3.821
1,9.5,999,3.964
1.5,8.75,999,3.964
5,5.5,20,2.179
2.667,6.875,999,3.286
1,8.125,999,3.571
2,8.125,999,3.821
 , ,20, 
1.167,8.25,999,2.607
1.667,6.5,999,2.607
1.5,10,999,3.536
1.167,7.75,999,3.286
1,7,999,2.75
1.5,6.25,999,2.071
1,7.875,30,3.464
 , ,999, 
1.833,6.5,999,3.143
1.333,7.625,999,3.536
3,6.25,999,1.536
1.167,9.25,999,2.357
 , ,10, 
1,7,60,3.821
2.333,6,999,1.821
1,7.75,40,3.571
1.167,8.875,999,2.321
1.333,9.25,999,3.964
3.5,5.25,40,3.429
1.167,8.375,999,2.893
2.333,7.25,40,1.5
1,8.5,999,3.679
1,9.333,40,9
1.833,4.25,999,3.964
1,7.5,999,3.429
1.333,8,999,3.429
1.5,6,999,1.643
4.833,2,999,2.321
1.5,6.25,20,3.679
1,9.25,999,3.714
3,7.125,999,3.429
1.833,7.75,999,3.714
1,9.75,999,3.464
1,7.667,999,3.857
2.5,5.5,999,3.536
1.167,7.75,30,2.893
1.167,7.75,999,2.893
9,7.25,999,3.571
1.333,8.5,999,3.964
1.333,9.667,999,3.964
1.167,9.25,999,3.679
1,10,999,3.143
1.667,7,999,2.893
1.167,8.875,999,3.143
9,6.5,999,2.607
2.167,7.625,999,3.714
1.167,9.125,999,3.179
1.333,7.875,999,3.821
1.167,8,999,2.464
1.333,5.667,12,3.536
1.333,8.375,999,3.286
 , ,999, 
2,7.333,999,3.321
 , ,999, 
1,9,20,3.429
1.5,5.667,999,3.143
1,7.75,999,3.964
1.667,6.5,999,3.286
1,6.667,999,3.107
1,9,10,3.143
1,4,999,3.964
1,9.75,5,2.857
2.167,4.333,999,2.571
1.167,6.875,15,2.893
1.333,8,999,2.75
1.833,6,999,2.893
1.667,7.25,999,3
2.167,8,999,3.714
2.833,5.75,999,1.107
1,5.75,999,3.75
1.333,8.25,40,3.821
3.333,7.625,97,1.5
1,9.25,999,3.571
1.333,7.25,999,2.321
1.833,5.875,40,1.5
 , ,999, 
2,8.667,999,3.536
1.667,6.625,999,2.607
1.333,8.25,40,3.143
 , ,30, 
1,7.875,30,2.321
1.667,8,999,2.071
1.667,7.625,999,3.179
1,9,999,3.964
1.5,8,20,3.821
1,8.125,999,2.714
1.833,8.125,999,2.464
2.833,7.75,999,3.6
 , ,999, 
2,7.625,999,2.714
1.167,7.75,999,3.536
1,9,6,2.571
1,7.25,30,3.536
1.167,7.375,999,3.964
1.5,7.5,999,3.286
1.833,7,999,1.357
1.833,8,999,3.964
2.833,8.875,999,2.857
3,8.5,2,3.321
1,8.75,999,3.393
1,8.125,999,3.964
1.333,8.125,999,2.5
1,10,999,2.964
1.333,8.5,999,3.429
 , ,30, 
1.167,8,999,3.393
1.167,9.5,999,3.679
 , ,30, 
 , ,40, 
1.333,7.5,20,3.821
2.833,4.25,999,3.464
1,8,999,1.786
1,8.75,20,1.357
1.333,7.875,999,3
1.5,8.625,999,3.393
1,8,999,3.429
1.667,7.5,999,1.643
1.167,9.5,999,3.964
1,7.375,999,3.964
1.167,8.875,999,3.536
 , ,999, 
1,7.625,999,3.429
1.167,8.25,999,3.036
1,7.75,999,3.429
1,8.5,999,3.714
1,8.625,15,3.821
2.5,7.25,999,2.893
1,8.5,999,3.536
1.5,6.25,999,2.464
1.333,7,30,3.714
1,8.375,40,3.143
1,8.375,999,3.393
1.5,6.625,999,3.393
1.5,8,999,2.964
1.167,8.375,60,3
1.833,6.75,999,2.786
1.333,7.875,999,3.964
1.333,7.25,999,2.75
1.167,7.333,999,3.036
1.5,7.25,999,2.857
1.667,6.375,999,2.071
1.5,7.75,999,2.464
1.5,7.875,20,3.571
1.5,7.125,35,3.964
1.167,7.625,999,3.286
2.333,6.333,999,3.429
4.167,5,999,1.786
1.833,7.375,999,3.964
 , ,999, 
 , ,999, 
1.167,9.5,20,3.964
3.833,4.25,999,1.964
1.333,7.75,999,2.75
1,8.667,999,2.893
2,7.625,999,3.143
1.167,6.75,40,3.714
1.667,5.333,999,3.179
1.667,6,999,2.607
1,7.667,999,2.357
2.833,6.5,999,.964
1,8.25,999,3.679
1.167,9.25,999,3.679
1.667,7.75,999,3.964
1,8.375,999,3.286
2,7.875,999,2.321
1.5,8,20,3.821
1.167,9.25,999,3.571
1,7.75,40,3.429
1,6.75,999,3.857
1.333,8.75,999,3.286
1,7,999,3.964
1,8.25,10,2.679
2,7.625,999,2.464
1,7,999,3.714
1.667,8.25,999,2.714
1.167,9.75,999,3.036
2,5,999,3.286
1.333,7.5,10,3.143
2.5,6.625,999,2.5
1.5,8.375,999,3.536
1,8.25,999,3.714
1.167,8,999,3.464
1.167,7.5,999,3.821
1,8.25,999,3.964
2,4.25,40,2.857
2.167,4.333,999,3.679
1,8.5,999,3.536
 , ,999, 
1,8.5,40,3.107
1.667,8.625,999,2.893
2.333,3.5,999,2.857
1.5,6.625,999,2.75
2,6.5,999,2.607
1.667,6.333,999,3.821
 , ,20, 
1.167,7.375,999,3.964
1.167,7.5,999,3.857
 , ,999, 
1.667,5.333,999,3.714
 , ,60, 
2.167,5.75,999,3.536
 , ,40, 
1.333,7.25,999,3.429
2.167,7,999,3.107
1,7.5,30,3.964
1.167,7.125,20,3.821
1.333,8.375,20,1.786
1.667,7.75,20,3.571
1.333,7.75,999,1.357
1.667,8.75,999,3.286
1.167,8,40,9
1,7,999,2.75
1.167,9.5,999,3.286
9,4.625,999,3.143
1,9.333,999,3.964
 , ,40, 
1,8,999,3.714
2,7.333,999,2.5
1.667,7.375,999,2.857
2.833,5.125,999,2.857
1.5,8.167,999,3.964
1.5,8.875,999,3.607
2.167,8.125,20,3.286
3.5,5.125,999,3.429
1,8.5,999,2.893
1.5,6.875,25,2.464
1,7.667,20,3.071
 , ,5, 
1,7,999,3.429
1.5,5.75,60,2.429
1.667,7.333,999,2.464
1.667,7.25,999,3.429
 , ,25, 
1.333,8.25,999,2.429
2,9,999,3
2.5,5.75,999,3.143
1.333,6.5,999,2.714
 , ,999, 
1.167,8.625,999,3.286
1.333,8.75,10,3.536
1.333,9,999,2.857
 , ,999, 
1.833,8.25,999,3.143
1,8.5,999,3.571
2,8.25,999,2.571
1.667,8.75,999,3.821
1.167,8.375,999,3.714
 , ,999, 
1.333,7.667,999,3.821
1.333,6.875,999,3.964
1.5,7.375,999,3.857
1,8.333,15,3.964
1.333,7.25,999,3.964
2,7.5,999,3.679
1,9,999,2.25
3.833,4.25,999,1.929
 , ,999, 
1.833,6.5,8,2.786
1.167,8.25,999,3.571
1,7.25,999,3.25
1,8.333,999,2.321
1,8.75,20,3.25
1.833,6,999,2.821
1.833,6.25,999,3.071
1,8.667,999,3.964
1,8,999,3.679
1,7.75,999,2.714
1.5,9,999,2.071
1.333,8,999,3.714
1,9,999,2.75
1.833,7,999,3.536
1.333,6.333,999,3.179
1,9.75,40,2.643
1,8,999,2.75
1.333,7.333,999,3.393
1.333,8.5,999,3.821
1.6,8.75,999,3.964
1,6.5,999,3.143
1,8.875,999,3.857
1,8.875,30,3.964
1.167,8.75,999,3.714
1,9.25,999,3.036
1,8.333,999,1.821
2.5,7.75,999,3.679
1,9.25,20,3.964
1.5,7.75,999,3.321
1,6.75,999,1.929
 , ,999, 
1.167,7.625,20,3.679
1.333,8.125,999,3.179
1,7,20,3.964
1,9,999,3.679
2.667,5.375,999,2.679
 , ,40, 
1,7.667,999,3.429
1,9.75,999,3.821
1.167,7.375,999,3.286
1,8,999,3.714
 , ,8, 
1.667,8,40,3.714
1,8.5,999,2.821
 , ,999, 
 , ,30, 
1.167,9,6,3.964
1.5,9,4,3.714
1,9.5,999,3.857
1,7,999,3.964
1.333,8.5,999,3.393
1.667,7.75,999,3.964
1.167,8.625,999,3.429
1.333,5.375,999,3
1,9.375,999,3.821
4,5.25,999,2.143
1,8,999,1.643
1.333,7.875,999,2.321
1.667,7.75,20,3.143
 , ,999, 
 , ,999, 
2,6,20,2.893
2.667,7.25,999,1.893
1.333,8.25,999,3.679
1,7.375,999,2.857
3.667,3,999,3.321
1.167,7.75,999,3.964
1.667,6.25,999,3.679
2,7,999,3.679
1.833,8.75,999,3.821
 , ,999, 
1,8.5,999,3.821
1,8.75,999,3.857
2,6.25,999,2.357
2,5.25,999,3
1,8.5,999,3.286
1,7.625,999,3.964
3,2.5,999,3.821
1,8.125,999,3.321
2,6.125,40,2.75
1.333,8,999,3.036
1.667,7.333,999,3.821
1.667,7,999,3.286
1.833,5.875,999,2.214
1.5,7.75,999,.964
1.667,6.5,999,2.071
1.167,8.75,999,3.964
1,7.25,50,3.393
1.667,7.25,999,2.464
 , ,999, 
1.667,8.5,999,2.964
1.833,9,999,9
1,9.625,999,3.964
 , ,25, 
2.167,7.375,999,3.321
1.333,9.25,999,3.286
9,4,20,3.107
1.333,9.333,999,3.964
1.167,8.375,30,3.286
1,8.5,999,3.571
1.5,7.833,999,1.893
1,7.5,999,2.321
2,8.333,999,3.286
1.4,8.875,999,2.25
1.167,8.375,999,3.286
2.333,5.75,20,1.929
2,8.25,999,3.679
1.333,9.5,999,2.893
1.333,8.375,999,3.25
1,9,999,3.679
1.333,8.875,999,3.821
1.333,10,999,3.964
1.667,8.125,999,3.429
1.667,7.25,999,3.429
1,8,999,3.464
1,8.625,999,3.964
1,8.625,999,3.536
1.5,8,999,3.571
1.667,8.25,999,2.357
1.167,9,999,2.893
1.333,7.875,999,2.036
 , ,999, 
1,8.75,999,3.714
2,9.5,10,3.964
1.6,5.5,999,3.821
1.5,9.5,999,3.964
1,8.5,999,3.821
1.333,8.5,20,3.964
1.5,7.5,999,3.071
1,7.667,20,3.964
2,5.25,999,1.321
9,7.5,999,3.679
1.833,7.75,999,3.179
1.333,6.75,999,2.857
1,7.75,999,3.821
1,9.75,999,3.143
1.5,6.625,999,2.857
1.333,9.25,999,3.714
 , ,40, 
2.5,7.375,40,1.536
2,5.75,70,3.25
1.333,7.5,999,3.571
 , ,999, 
1.5,5.75,999,2.071
1.333,7.875,999,3.393
 , ,999, 
1.667,7.333,999,2.857
1.333,8.375,999,3.679
1,7.875,999,3.286
1.667,5.25,999,3.036
1.167,8.5,999,3.714
2,8.333,999,2.964
2.5,8,40,2.321
1.333,9,999,2.321
1.833,8,999,3.464
1,9,999,3.821
2.5,9,999,1.786
 , ,40, 
1.833,6,999,3.143
2.833,6.667,999,3.821
1.167,7.5,50,3.679
1.667,6.625,36,2.75
3,5.375,999,2.857
2,4.75,999,3.286
1.8,6.5,20,9
1.5,8.75,999,2.857
1,9.5,999,3.821
1,8.5,999,3.429
4.5,4.625,999,3.143
1.333,6.875,999,2.786
1.667,8.125,999,2.857
1.5,7.333,999,2.75
1,6.25,999,3.143
2.167,6.75,999,3.964
1.667,7.625,999,2.321
3.167,4.5,999,3.964
2.5,5.875,999,3.857
2.167,5.25,999,2.071
1,8.75,999,3.321
1.5,7,999,3.143
1.333,9.5,20,3.964
1.5,8,999,3.964
2.667,4.625,30,3.571
 , ,40, 
1.5,6,999,2.857
1.167,8.5,999,3.964
 , ,999, 
1,8.25,999,3.714
1,9.5,999,3.571
2.833,6.125,14,9
2.667,6.25,30,3.143
1.5,6.75,999,3
2.333,8,999,2.857
1.5,8.5,999,3.107
1,8,20,3.286
1.667,7,20,3.429
1.167,6.5,20,3.714
1,7.875,999,1.929
 , ,30, 
1.5,6.333,20,3.964
 , ,999, 
1.167,8,999,3.714
1.167,7,999,2.571
1.5,10,6,3.857
1,9.75,999,3.679
1,8,20,3.714
 , ,40, 
 , ,20, 
1,8.5,999,3.607
2.333,8.25,999,3.964
1.667,8,999,3.571
1.667,6.875,999,3.286
1.333,7,999,3.286
1.833,7.25,999,3.179
1.667,7.5,999,2
1,9.75,999,3.679
1,7.667,999,3.429
1.333,9.125,999,3.25
2.2,7.75,999,3.071
1,7,999,1.5
1,8.5,999,2.833
1,5.5,999,3.821
2.5,8,999,3.964
1.333,8.5,999,3.964
1.667,8.625,40,3.714
1.5,5.5,999,3.679
2.167,7.75,20,3.321
1,8.375,30,3.964
1,9.625,999,3.536
1,8.375,999,2.857
1.5,9,999,3.179
9,8,999,9
2.5,5.333,50,3.464
1,8.5,999,3.25
1.167,9,999,3.679
1,7.25,999,3.571
1.667,9.5,999,3.964
3.333,7,40,3.393
 , ,40, 
1,9,999,3.964
2.167,7.625,999,3.714
4.333,5,20,1.25
1,9.625,999,3.679
1,9.5,999,2.5
2.167,8.5,999,2.643
 , ,999, 
1,8,999,2.857
1.167,8.625,999,3.286
1.667,8.25,10,3.821
4,5.25,999,9
1.333,6,40,2.321
1.167,7.75,40,3.25
1,8.75,60,3.964
1.167,9.5,999,3.964
2.5,5.375,999,2.036
1,7,999,3.458
2.5,5.625,999,1.107
3.5,9.5,20,3.679
2.667,5.5,50,1.929
1.833,7.125,999,3.179
1.667,9.5,999,2.964
2.667,5.625,999,3.321
1,8.75,999,3.964
1.333,6.25,999,3.571
1.167,8.667,999,3.571
2.667,7.333,999,3.536
1,8.333,999,3.679
1.667,7.333,999,3.679
1.333,8.5,20,1.929
2.333,4.25,6,2.25
1.167,6.75,30,3.679
2,6.25,999,3.107
 , ,999, 
 , ,999, 
2,6,20,3.679
1.167,9.375,999,3.821
1.167,9.5,999,3.679
1.5,8,999,3.964
1.5,6,999,2.321
1,9.125,999,3.393
2,7,40,2.214
1,9.25,999,3.821
2.333,7.25,999,2.036
 , ,999, 
1,5.375,20,3.857
1.5,7.375,999,3.679
1.333,8,999,3.321
1,7.5,999,3.429
1.6,8.5,20,1.214
1.167,9,999,3.857
1.5,8.667,999,3.679
2,6.125,999,3.393
1.667,8.125,999,3.321
1.5,7.25,999,2.929
1,8.5,999,3.714
1.333,8.667,999,3.964
1.333,8.75,999,2.893
1.333,8.667,999,3.679
1.5,6,999,2.857
1.5,8.25,20,3.821
1,7.5,999,3.679
1,8.875,999,3.143
1,7.5,999,3.571
1,7.5,999,3.143
2.667,6,40,1.536
1,7.625,999,2.321
2,7.75,999,2.75
1.833,8.25,999,2.75
1,7.25,999,3.286
1.167,8.25,60,3.964
1,8.625,999,2.643
1,8.875,999,3.179
1.167,7,999,3.571
1,8,999,2.964
1.167,5.125,999,2.75
1.333,6.125,999,3.429
 , ,28, 
1.833,5.25,15,3.964
1.333,8.125,999,1.929
 , ,999, 
1,7,999,3.036
1,8,10,2.036
1.833,7.5,999,2.036
1.167,8.5,999,2.321
1.167,7.875,999,3.179
1,8,999,3.321
 , ,999, 
1.167,6,50,2.75
1,7.25,20,3.321
1.667,6.25,999,2.929
1,9.25,999,9
1.333,7.625,999,3.321
1.5,6.875,999,3.179
1.333,8.25,999,3.536
1.333,8.125,999,3.429
1.833,7.75,999,3.286
1.333,7.375,999,3.821
 , ,20, 
1.167,8.75,20,3.393
1,8.625,999,3.679
2.667,7,30,2.464
1.333,9,999,3.143
 , ,999, 
1,7.833,30,3.964
 , ,999, 
1.333,8,999,2.464
1.333,8.667,25,2.786
2,5.5,999,1.929
2,7.625,999,2.821
1.167,8.5,999,3.036
1,8,999,2.857
2.5,6.5,60,2.071
2.5,5.75,999,3.286
1.167,8.75,999,1.5
1.667,6.5,999,3.536
1.5,7.875,999,3
1.667,9.375,999,2.107
1.333,8,999,3.286
2.333,5,999,2.857
1.5,8.875,999,3.714
 , ,999, 
1,9,999,3.821
1.167,8,999,3.286
1,6.75,25,3.036
1.833,5.5,999,2.321
1,8,20,3.286
1.167,7.25,999,3.429
1.667,6.5,999,3.857
1.167,9,20,3.571
1.167,8.125,999,3.429
1.667,8.625,999,3.679
1.167,6.625,999,3.857
1.5,9.375,999,2.071
2.167,8.25,999,3.036
1.5,5.333,999,3.964
1.333,8.75,999,2.214
1.5,8,999,2.679
1.667,8.75,999,3.286
1.167,6.333,999,2.286
2.333,8,999,2.893
2.667,6,999,9
1,8.625,999,3.571
1,9.5,999,3.714
1,6.25,10,3.393
1.5,9,999,3.964
1.333,8.25,999,3.321
1.167,8.75,999,3.167
1,5,999,3
1,8.5,30,9
1.833,8,999,2.214
1.333,8.625,20,3.464
1.667,6,999,3.25
1.5,7.875,999,3.179
2.333,7,999,2.75
1.167,7.75,999,3.679
1,8.75,999,3.286
1.333,7.5,999,3.714
1.667,8.75,999,3.679
1,8.5,999,3.857
 , ,999, 
 , ,20, 
1,8.25,999,3.429
3,7.375,10,3.821
1.333,7.333,999,2.893
2,7.125,999,3
1.667,7.25,999,3.821
 , ,999, 
1,6.5,999,2.393
1,9.5,20,3.714
5,.75,60,.964
2,6,60,2.179
1.333,5.667,999,3.036
1.167,9.375,999,2.893
3.5,4.667,999,2.357
1.667,8.25,999,3.321
1.333,5.667,999,3.321
1,9.125,999,3.964
1,9.375,999,2.643
1,7.75,999,2.071
1.333,8.5,999,3.286
1.5,7.25,999,1.071
1,8.125,999,3.714
1.167,7.75,30,3.143
1.667,6.75,999,3.143
1.333,7.375,999,2.571
2.833,8.333,999,2.464
1.333,7,999,3.964
1,8,35,3.429
1,9.75,10,3.821
1.167,9,20,3.964
1,9.167,999,3.714
 , ,50, 
2.5,7.375,999,3.964
1,8.5,999,3.964
1,8.5,999,3.286
1.333,9.25,999,2.893
1,7.875,999,3.536
1.333,8.75,999,3.964
1.667,9,999,2.429
1.167,8.25,999,3.286
2.167,8,999,2.107
 , ,999, 
1.667,7.75,999,3.833
1,8.875,999,3.964
1.167,8.5,999,2.036
1.333,8.5,999,2.75
1.167,9.125,20,3.536
1,8.25,999,2.536
2,6.667,40,2.071
 , ,999, 
1.833,4,999,.964
1.167,8.5,999,3.143
 , ,20, 
1.667,9.125,8,3.179
1.167,8,999,2.5
1,9.25,999,3.964
1,9.167,999,3.536
2,7.75,999,2.75
1.167,8.625,999,1.786
1,7.75,999,1.786
1,6.75,999,3.571
1.333,4.667,999,3.429
1.167,8.125,10,3.714
2,8,999,3.857
1,7.75,999,2.607
1.333,7,999,3.571
1.667,8,999,3.286
2.333,7,70,2.464
1.5,7.5,999,1.357
1,8.75,999,3.25
2.8,6.75,999,1.25
1,7.875,999,3.393
3.5,4.667,999,3.821
1.667,7,15,3.393
1.167,8.375,999,3.857
 , ,5, 
1.667,8.125,999,3.964
1.5,8.25,999,2.714
2.333,7.75,999,3.964
1,10,999,2.893
1.5,4,20,2.357
1,7.625,999,3.286
1.667,9,20,2.893
1.333,7.5,20,3.179
2.5,6.25,999,3.036
1,9.5,999,3.571
1.333,8.75,30,1.5
1,8.25,999,3.857
1,9.333,999,3.821
1.333,9,30,3.821
1,8.125,999,3.393
1.5,7.333,999,3.429
1,7.5,999,3.964
1.5,6.667,15,3.571
 , ,20, 
 , ,999, 
1,6.5,999,2.357
1.333,6.75,999,3.286
 , ,20, 
1,6.875,999,2.107
1.5,8.25,999,2.5
1,7.75,40,3.393
1,8.75,999,3.714
1.667,7.875,35,3.714
1,8.333,999,3.107
1.333,7.125,999,3.179
1.167,7.333,999,3.429
1.667,8.5,999,3.286
1,9,20,3.536
1.167,8.375,999,3.964
1.5,8.5,999,3.964
1.333,8.25,40,3.286
1.333,8.875,999,3.964
1.167,7,999,2.786
2.5,5,999,2.464
1.5,6.5,20,2.929
1.833,8.833,999,2.714
3,5.5,999,3.964
1.167,9.25,999,3.964
1.333,8.25,40,1.929
1,8.125,999,3.964
1.5,7.5,999,3.964
1.833,7,999,2.036
 , ,20, 
1,9.5,999,2.75
1.667,8.625,999,3.143
1.833,9,999,3.964
1.5,7.75,999,2.071
1.667,6.125,50,3.107
1,9.75,999,3.536
1.833,6.375,999,3.393
1.5,8.375,999,3.429
1,9.75,999,3.571
1.667,8,999,3.321
1.667,6.5,999,3.107
1.333,7.333,999,3.321
2.167,6.5,999,3.286
1.333,8.25,999,3.821
1,7.125,999,3.679
 , ,999, 
1.333,7.375,999,2.857
1.167,8.25,999,3.679
1,9.375,999,3.821
1.333,9.75,999,3.143
3,7.625,999,1.536
 , ,999, 
1.667,7.625,999,3.821
2.167,6.75,999,2.714
1.5,8,999,1.071
9,7.5,999,3.821
 , ,999, 
1,8,999,3.964
1,9,999,3.393
1.333,6.5,20,3.821
 , ,999, 
 , ,999, 
1.5,8.25,999,3.714
1.667,5.75,999,3.857
1.333,8.5,999,3.821
 , ,30, 
1.333,8.5,999,1.929
1,9.375,999,3.25
 , ,997, 
1.167,6.5,999,2.464
1.667,6.875,999,2.321
1.167,8.25,999,3.143
1.667,7.875,999,3.714
1.167,8.5,999,3.821
1.167,8.25,999,1.786
1,9.25,999,3.286
1.333,8.333,999,3.429
2.167,5,20,2.036
2.667,5.667,999,3.143
1.167,7.333,999,2.857
 , ,999, 
 , ,999, 
2.167,6.667,999,3.036
2.167,7,999,3.964
2.667,6.25,999,3.821
1,9,999,3.536
1.167,8.375,999,3.679
1,9,20,3.107
1,7.75,999,3.964
1.5,8.5,999,3.536
1,5.375,999,3.821
1.167,9,999,3.679
2.167,7.667,999,2.536
3.167,6.25,999,2.357
1.333,8,999,1.643
1,8.75,999,3.964
1.333,8.375,999,3.821
1.333,6.75,999,2.321
1.5,8,999,3.25
1.167,8.75,999,3.964
1.5,8.5,999,3.964
1.167,8.75,999,3.143
1.167,8.75,30,3.821
1,10,999,3.714
1.333,7.5,999,9
3.667,5.25,20,2.542
2.5,3,999,3.536
